id,titulo,genero,artista_id
16087,Those several challenge,Pop,7034
16088,Have foreign,Rock,8757
16089,Protect decade,Electronic,986
16090,Current full vote itself,Jazz,17009
16091,High woman which,Jazz,9660
16092,Consumer sell,Hip-Hop,6190
16093,Bit red,Hip-Hop,17680
16094,Everyone,Hip-Hop,787
16095,Recently,Hip-Hop,1246
16096,Do hour impact or,Jazz,9818
16097,Cause five institution,Pop,7365
16098,Goal dinner five,Rock,17775
16099,Difficult image anything,Jazz,16018
16100,Accept certainly give,Jazz,5104
16101,Full word defense situation,Hip-Hop,11022
16102,Clearly rather,Jazz,1128
16103,Either trip,Electronic,17927
16104,Energy,Pop,8772
16105,Star little,Pop,9436
16106,Easy direction middle,Hip-Hop,1673
16107,Audience marriage,Rock,1563
16108,Goal measure same,Jazz,3340
16109,History might family,Rock,9409
16110,My capital operation,Electronic,12734
16111,Opportunity much sign,Electronic,13194
16112,Defense,Hip-Hop,9350
16113,Quickly stuff drive,Electronic,9922
16114,North no person,Rock,16152
16115,Throw detail,Pop,9715
16116,Five management suggest,Hip-Hop,19850
16117,Should,Rock,4551
16118,Ten stop cold,Jazz,8039
16119,Be red source save,Hip-Hop,2827
16120,None box,Rock,17885
16121,At recent,Electronic,6948
16122,Tax,Pop,12519
16123,Task fall before,Rock,13443
16124,Her option reduce,Jazz,16926
16125,Leader foreign,Jazz,11545
16126,Example design exactly,Jazz,3712
16127,Stay store police,Jazz,602
16128,Better simply,Electronic,17475
16129,Score outside,Rock,6939
16130,Pattern no,Pop,7326
16131,Eye old,Rock,8962
16132,Quite official color,Electronic,5581
16133,Open wonder,Hip-Hop,10476
16134,Understand history,Hip-Hop,17237
16135,Beyond trip soon,Pop,7651
16136,Join begin man,Jazz,17323
16137,Soldier none,Pop,6511
16138,One to,Jazz,16797
16139,State live,Pop,15679
16140,Upon,Pop,5150
16141,Rock country hour,Jazz,2841
16142,Rate party effort,Jazz,8955
16143,Region why wind agency,Hip-Hop,17465
16144,Give range,Jazz,17682
16145,Sure book road,Jazz,12714
16146,Traditional join,Hip-Hop,6081
16147,Kid reduce,Pop,11991
16148,Include even civil,Rock,18153
16149,Sense then clearly,Rock,9770
16150,Mother however police,Jazz,18543
16151,Sport friend,Jazz,14364
16152,Space reach,Pop,11073
16153,Stuff person,Rock,6916
16154,Before people wait,Jazz,341
16155,Debate structure,Hip-Hop,12594
16156,Central again success,Pop,9603
16157,Lead record ahead,Rock,15328
16158,Response could,Rock,16483
16159,According person hundred,Rock,18735
16160,Relate energy,Rock,2480
16161,Rest party,Hip-Hop,2142
16162,Particular list,Rock,16803
16163,Build,Rock,10036
16164,Leave stage,Electronic,342
16165,Relate indicate part,Jazz,2958
16166,Thus thought,Hip-Hop,13264
16167,Child knowledge factor person,Electronic,16431
16168,Big end size,Electronic,15019
16169,Home send,Hip-Hop,17659
16170,Have audience,Hip-Hop,5737
16171,Production message capital,Pop,8704
16172,These book project,Hip-Hop,15153
16173,New eye and,Electronic,16659
16174,Budget manager pay,Jazz,1815
16175,Third style which budget,Rock,12916
16176,Movement catch,Electronic,13127
16177,Degree style hotel,Electronic,15553
16178,Box sound,Electronic,10734
16179,Trade computer near,Pop,12399
16180,Land interest game you,Pop,16722
16181,Sport matter,Pop,16900
16182,So practice,Jazz,16972
16183,Money keep war,Electronic,14583
16184,Like item,Pop,15948
16185,Peace blue involve,Rock,17556
16186,Everyone man page,Pop,15488
16187,Main,Hip-Hop,18020
16188,Provide market,Electronic,15720
16189,Check would gun,Hip-Hop,15329
16190,Cut east,Jazz,9657
16191,Carry,Hip-Hop,5977
16192,Whether list current,Rock,13157
16193,Together pretty,Jazz,5213
16194,Can wish director,Jazz,18396
16195,Third picture,Jazz,3317
16196,Event none,Rock,16571
16197,Current serious decade,Hip-Hop,19504
16198,Miss tree into strong,Rock,5921
16199,Rise ready ever,Pop,3767
16200,Would west pattern push,Electronic,4060
16201,Produce yes protect,Electronic,8748
16202,Natural serve offer,Hip-Hop,18142
16203,Figure personal,Jazz,18702
16204,See product,Rock,6272
16205,Present event,Hip-Hop,18654
16206,Blood think may,Electronic,11238
16207,Decide interesting television enough,Pop,10061
16208,Southern base,Pop,11417
16209,Dream decision operation,Pop,11899
16210,Outside dog successful,Hip-Hop,6309
16211,Yourself film,Rock,11309
16212,Arm blood sport,Rock,10442
16213,Hope I exactly,Jazz,12848
16214,Avoid participant thing,Electronic,17253
16215,Break word,Hip-Hop,3111
16216,Break line,Electronic,7606
16217,Area book,Hip-Hop,9635
16218,Allow once physical capital,Jazz,13519
16219,Market quickly fact,Rock,6089
16220,Something,Rock,1928
16221,Box air he drop,Rock,5678
16222,You individual learn,Electronic,15438
16223,Account tough,Electronic,988
16224,Race large billion especially,Jazz,16125
16225,Outside both,Hip-Hop,11601
16226,Fact movie evidence,Pop,7761
16227,Attorney fact,Electronic,3060
16228,Now toward Congress,Hip-Hop,4412
16229,Those reason,Hip-Hop,15314
16230,Green citizen current,Jazz,9257
16231,Future agency group,Hip-Hop,13391
16232,Kitchen against,Rock,7786
16233,May fear face,Electronic,19690
16234,Include forward phone,Electronic,6858
16235,Policy along hour,Electronic,7093
16236,Win yard,Hip-Hop,5491
16237,Majority top,Hip-Hop,6527
16238,Hear score,Electronic,17296
16239,Crime seek,Jazz,3387
16240,Recognize early soon move,Pop,18505
16241,Contain want,Jazz,6449
16242,Federal personal order,Rock,12805
16243,Data hear commercial,Pop,7036
16244,Exist radio indicate,Jazz,3152
16245,Opportunity church enjoy,Electronic,367
16246,Cause stage effort,Electronic,12872
16247,Book drug sell,Electronic,9535
16248,Send cover major,Pop,16558
16249,Reason feeling identify,Pop,1183
16250,Party image,Electronic,11348
16251,Summer whose those,Rock,7261
16252,Early board,Electronic,17815
16253,Try market,Hip-Hop,2856
16254,Apply many center,Jazz,11262
16255,Summer away,Hip-Hop,7796
16256,Until bar,Hip-Hop,466
16257,While yard writer,Jazz,19906
16258,Involve national Democrat,Pop,19091
16259,Sell company,Hip-Hop,17876
16260,Out off,Electronic,3191
16261,Company record nice,Hip-Hop,5889
16262,Play question,Pop,7837
16263,Us soldier market,Pop,19634
16264,Court house,Hip-Hop,9136
16265,Travel year remember,Rock,19727
16266,Consumer parent,Electronic,5030
16267,Effect stock several,Electronic,4175
16268,Back economy American state,Rock,2746
16269,Bit front,Pop,9825
16270,Might teach ok,Jazz,19871
16271,Put local,Electronic,9619
16272,Until family size,Electronic,7709
16273,Into,Hip-Hop,16151
16274,Task whom,Electronic,6112
16275,Down heavy,Hip-Hop,15346
16276,Member hear baby,Jazz,15078
16277,Identify born,Electronic,19843
16278,Laugh easy stuff,Pop,14448
16279,Thing why place,Pop,12922
16280,Response,Jazz,10272
16281,Manager natural student,Jazz,14794
16282,Threat project,Rock,13594
16283,Easy weight human,Electronic,10794
16284,Thousand occur,Pop,9772
16285,After official,Hip-Hop,13890
16286,Off ask article,Hip-Hop,4306
16287,Machine professor write meeting,Hip-Hop,12678
16288,Especially positive,Rock,18799
16289,Manager region,Jazz,6600
16290,Democratic page must threat,Hip-Hop,6280
16291,Everyone raise,Jazz,9276
16292,Trade business within,Rock,519
16293,Firm field forget,Pop,3753
16294,Performance for,Rock,11346
16295,Hit its,Pop,7554
16296,Model model,Rock,18643
16297,Lose black,Rock,15376
16298,Bed throw,Pop,15529
16299,Next,Rock,683
16300,Material create,Electronic,2294
16301,Hope,Electronic,2661
16302,Article throughout above,Pop,15968
16303,Commercial card beat,Hip-Hop,4804
16304,Into that,Pop,4033
16305,Anything himself successful,Pop,16805
16306,Mind special,Hip-Hop,2717
16307,See charge such,Jazz,8665
16308,Family responsibility art risk,Hip-Hop,5132
16309,Forget language,Pop,10434
16310,Truth area,Rock,3237
16311,Research any,Hip-Hop,468
16312,Discussion control,Hip-Hop,1050
16313,Stage happy,Hip-Hop,5956
16314,May,Rock,3514
16315,Set reach student term,Jazz,9111
16316,Voice,Rock,5009
16317,The hot sport book,Rock,13882
16318,Kind why choice,Hip-Hop,387
16319,Clearly lead,Rock,11512
16320,Radio message idea pressure,Hip-Hop,6346
16321,Fire increase argue,Rock,632
16322,Occur tell,Jazz,12328
16323,Seven,Pop,11020
16324,Mind room,Jazz,14721
16325,Door alone PM,Electronic,1391
16326,Stop or central contain,Jazz,5332
16327,Outside rule indeed,Rock,18130
16328,Light operation which,Jazz,13349
16329,President bring term store,Electronic,16361
16330,Production newspaper dinner,Hip-Hop,553
16331,No cover,Hip-Hop,8375
16332,Affect,Rock,6083
16333,Reality,Rock,986
16334,Quality rather civil,Jazz,1455
16335,Attack upon develop,Electronic,14485
16336,Under appear,Jazz,7365
16337,Yeah,Hip-Hop,7503
16338,Already analysis,Pop,4696
16339,Son himself,Jazz,6376
16340,Method remain,Hip-Hop,8329
16341,Country attention list market,Rock,6970
16342,You entire fact,Rock,3065
16343,Reveal store,Rock,17621
16344,Language leg,Hip-Hop,9937
16345,Become type,Jazz,4354
16346,Them,Hip-Hop,17729
16347,Town entire,Hip-Hop,10950
16348,Southern far ball,Rock,8092
16349,Fund doctor,Jazz,17037
16350,Various many,Pop,100
16351,Example wind,Rock,13735
16352,Range improve,Rock,12717
16353,No all,Jazz,17106
16354,Five during,Jazz,15624
16355,Still market of,Rock,3490
16356,Miss strong,Electronic,12417
16357,That rate now,Electronic,16467
16358,Evening class risk,Electronic,11690
16359,Gas scene,Jazz,19778
16360,Character current child,Hip-Hop,15541
16361,Daughter recently,Pop,4383
16362,Charge audience among,Rock,4432
16363,A factor about,Electronic,3605
16364,Find teach,Jazz,9900
16365,Chance media,Rock,7460
16366,Artist name choose right,Rock,14691
16367,Civil opportunity act,Hip-Hop,2155
16368,Agency grow Mrs,Hip-Hop,6535
16369,Table soon but,Rock,4076
16370,Actually fact,Rock,8751
16371,Above third owner,Electronic,5991
16372,Conference about have,Jazz,1741
16373,Article suffer strategy expect,Hip-Hop,17669
16374,Rich three figure,Jazz,11987
16375,Through response,Jazz,15512
16376,Medical our,Hip-Hop,1029
16377,Worker base,Electronic,17793
16378,Voice stay,Pop,1004
16379,Early thank pay,Rock,15201
16380,Big business reach,Rock,19856
16381,Worry break,Pop,5029
16382,Child similar science,Jazz,7754
16383,Audience suggest activity within,Rock,10568
16384,Spend which through,Pop,2265
16385,Figure health,Pop,12299
16386,Return attention star,Hip-Hop,11737
16387,Serve wide world,Pop,9518
16388,Best hand,Hip-Hop,8415
16389,Case choice free,Jazz,13519
16390,Family authority international,Jazz,1947
16391,Daughter create open,Jazz,4932
16392,Would deal either,Hip-Hop,11238
16393,Forward would,Rock,5986
16394,Green,Hip-Hop,10720
16395,Themselves conference,Jazz,17595
16396,Avoid recent,Rock,722
16397,Better near,Jazz,19305
16398,Reduce operation,Jazz,2046
16399,Light fish,Pop,11088
16400,Shoulder success,Jazz,10789
16401,Red to,Pop,9658
16402,At stand carry,Electronic,17264
16403,Rock would budget,Jazz,3931
16404,Particular low from,Pop,16914
16405,Machine front,Electronic,5365
16406,Popular hundred gas billion,Jazz,7714
16407,Before,Pop,11344
16408,Fall nearly,Jazz,10007
16409,Major expert operation,Electronic,3640
16410,Significant culture,Electronic,992
16411,Four hospital lawyer,Electronic,13655
16412,Community financial check teach,Pop,355
16413,Direction detail,Hip-Hop,15538
16414,Two practice civil,Jazz,19258
16415,Effect some group,Jazz,1006
16416,Leave effort,Hip-Hop,4456
16417,Son,Hip-Hop,2561
16418,Forget nature that agreement,Hip-Hop,19803
16419,Yourself capital today,Hip-Hop,13182
16420,Open more,Hip-Hop,18167
16421,Gas discover cause,Hip-Hop,3946
16422,Bring myself land,Rock,14851
16423,Bank support career plant,Electronic,10284
16424,First piece,Pop,9061
16425,One discussion skin,Pop,16988
16426,Newspaper management seat,Jazz,19722
16427,Already stage buy,Rock,2563
16428,Speech laugh begin,Electronic,9328
16429,He above indeed,Electronic,17523
16430,Establish challenge tonight,Electronic,13298
16431,Tree true could,Pop,11493
16432,Figure year,Rock,1989
16433,New camera style,Jazz,14848
16434,Test start street,Pop,9719
16435,Box challenge,Hip-Hop,12028
16436,Set available,Jazz,18915
16437,Answer couple nation,Pop,9868
16438,Try care,Electronic,13303
16439,Pressure respond back,Jazz,8452
16440,Pattern hand,Rock,7459
16441,Local fund,Hip-Hop,283
16442,Drug wrong turn,Pop,6143
16443,Get,Rock,6907
16444,Upon generation quickly,Electronic,5796
16445,Similar section,Rock,5102
16446,Their beautiful mother,Pop,16383
16447,Expect you field car,Jazz,9785
16448,Mention manager determine,Pop,15461
16449,Event assume say,Electronic,18821
16450,Produce example,Hip-Hop,12634
16451,Red event after,Jazz,19650
16452,Station,Rock,2398
16453,Pull father,Hip-Hop,13354
16454,Wear until sort,Jazz,5810
16455,Question current accept,Electronic,9280
16456,Issue three,Electronic,18147
16457,Nothing maintain trouble economic,Pop,19892
16458,Now soldier television,Jazz,976
16459,South majority,Jazz,14412
16460,Instead sure,Rock,10122
16461,Full check,Rock,3964
16462,Nothing,Jazz,10789
16463,Budget book begin,Pop,14847
16464,Science commercial reveal,Rock,11627
16465,Heart price morning,Electronic,17274
16466,Will put,Pop,512
16467,Including religious,Hip-Hop,5875
16468,View just suddenly,Hip-Hop,5291
16469,Short day,Hip-Hop,14646
16470,Either try,Electronic,18766
16471,Part book happy,Pop,8179
16472,Century common,Jazz,15290
16473,Hour meet,Hip-Hop,7900
16474,According bring,Electronic,1259
16475,Religious artist,Pop,12600
16476,Everyone book whatever born,Rock,19675
16477,Future focus two eat,Electronic,12260
16478,Nation four,Pop,5727
16479,Tonight nice thank,Jazz,4533
16480,Similar difference management,Hip-Hop,3217
16481,Practice deal involve,Rock,8234
16482,Station style form,Electronic,9343
16483,Look often,Rock,8920
16484,Your forget for,Jazz,4242
16485,Surface heavy,Pop,19497
16486,Garden move from,Pop,13942
16487,Rest table help,Electronic,964
16488,Blue leave hit,Rock,4140
16489,Determine anything,Electronic,9638
16490,Tv information,Hip-Hop,6322
16491,Like enter billion enter,Jazz,7818
16492,Interesting student,Electronic,11864
16493,Fear type,Hip-Hop,6955
16494,Approach same you,Hip-Hop,6854
16495,Your player break,Jazz,5742
16496,Poor start political experience,Hip-Hop,2166
16497,Mrs behind,Electronic,13064
16498,Network truth talk,Electronic,19242
16499,Cut brother late,Electronic,5172
16500,Level particularly,Pop,4108
16501,Key night method,Hip-Hop,18926
16502,Side same machine firm,Jazz,2650
16503,Research best between bed,Electronic,16416
16504,Policy never far,Hip-Hop,9445
16505,Owner under democratic,Pop,2529
16506,More,Hip-Hop,9664
16507,Scientist picture,Electronic,7715
16508,Off debate only,Jazz,7899
16509,South maintain all,Rock,2428
16510,Tell lawyer bit,Rock,347
16511,Size to pretty,Pop,4305
16512,Reveal yes court,Hip-Hop,5618
16513,Huge letter tend,Pop,16456
16514,Identify thousand energy,Electronic,18305
16515,Buy,Rock,17622
16516,Consider,Pop,19419
16517,Tonight article stop,Electronic,8585
16518,Although sign,Hip-Hop,5137
16519,Measure until staff determine,Hip-Hop,11226
16520,Everything go,Rock,6618
16521,My create,Jazz,9178
16522,Fund relationship,Hip-Hop,3708
16523,Back decide,Pop,17284
16524,Trouble approach while finish,Rock,13631
16525,Television third,Pop,19843
16526,End reflect room,Rock,10773
16527,Main set pull including,Hip-Hop,10781
16528,Writer know,Jazz,4646
16529,Role read hold,Pop,13151
16530,Even consumer,Hip-Hop,10889
16531,Concern dinner form,Hip-Hop,12979
16532,Stuff fight week theory,Pop,13157
16533,Reason over,Pop,17214
16534,Move school ahead,Electronic,3245
16535,Painting raise base,Pop,13899
16536,Word nothing effort,Pop,8179
16537,Trade,Pop,6514
16538,They though spring,Rock,5754
16539,Also style involve southern,Rock,18599
16540,Build half,Electronic,18225
16541,Guess clear speech,Jazz,856
16542,Force why,Electronic,5229
16543,Much nearly,Jazz,2529
16544,Such reveal interesting,Hip-Hop,4628
16545,Popular involve,Rock,11414
16546,Of keep stand,Rock,14465
16547,Role maintain,Electronic,7526
16548,Major media,Pop,19476
16549,Hotel language few,Electronic,6202
16550,Suffer shake leader,Rock,1074
16551,History weight draw,Electronic,11897
16552,Describe people,Electronic,9905
16553,Admit term,Hip-Hop,13674
16554,Respond single,Hip-Hop,1644
16555,Only data save,Pop,14542
16556,Several act song,Electronic,10652
16557,Building book,Pop,14740
16558,Act technology,Rock,4711
16559,Buy by edge,Pop,3714
16560,Peace onto,Hip-Hop,12855
16561,Ok chair analysis,Hip-Hop,4432
16562,Blue candidate difficult,Hip-Hop,6594
16563,Value letter card push,Electronic,6712
16564,Free specific power,Electronic,2436
16565,Enough,Electronic,2541
16566,Unit bank,Pop,18627
16567,Very care,Jazz,1590
16568,Establish guess effect,Electronic,5135
16569,Middle four hair,Rock,19945
16570,Start surface theory,Pop,5594
16571,Moment language receive,Electronic,4864
16572,Bed accept same,Pop,10442
16573,Piece course size raise,Hip-Hop,11217
16574,Through practice,Rock,16758
16575,Finally management,Pop,11853
